invoice,custID,prodID,amt,qty,discounted,SalesDate,Department
46255,4,65,313,128,0,12/6/2009 0:00,TPCW
46319,25,88,194,200,0,12/6/2009 0:00,TPCW
50681,30,94,197,89,0,12/6/2009 0:00,TPCW
54322,33,59,224,111,0,12/6/2009 0:00,TPCW
54785,16,102,338,36,0,12/6/2009 0:00,TPCW
55001,31,62,394,38,0,12/6/2009 0:00,TPCW
298,40,99,336,158,0,12/5/2009 0:00,TPCW
8688,4,81,215,174,0,12/5/2009 0:00,TPCW
18003,36,52,251,181,0,12/5/2009 0:00,TPCW
19888,19,103,233,14,0,12/5/2009 0:00,TPCW
20480,38,17,334,48,0,12/5/2009 0:00,TPCW
20556,3,96,383,190,0,12/5/2009 0:00,TPCW
22203,34,85,274,103,0,12/5/2009 0:00,TPCW
24454,27,33,182,132,0,12/5/2009 0:00,TPCW
25841,21,62,196,179,0,12/5/2009 0:00,TPCW
35054,33,39,398,196,0,12/5/2009 0:00,TPCW
42126,32,59,216,99,0,12/5/2009 0:00,TPCW
43630,18,68,146,63,0,12/5/2009 0:00,TPCW
44370,39,84,204,146,0,12/5/2009 0:00,TPCW
45417,28,51,199,68,0,12/5/2009 0:00,TPCW
47939,29,3,274,95,0,12/5/2009 0:00,TPCW
4966,24,42,261,39,0,12/4/2009 0:00,TPCW
4966,24,37,116,178,0,12/4/2009 0:00,TPCW
8514,36,16,181,54,0,12/4/2009 0:00,TPCW
8514,36,70,269,76,0,12/4/2009 0:00,TPCW
9727,31,54,251,77,0,12/4/2009 0:00,TPCW
9727,31,94,365,15,0,12/4/2009 0:00,TPCW
16197,5,4,362,168,0,12/4/2009 0:00,TPCW
16197,5,90,394,49,0,12/4/2009 0:00,TPCW
16361,40,40,162,120,0,12/4/2009 0:00,TPCW
17657,8,86,246,114,0,12/4/2009 0:00,TPCW
21669,28,61,240,175,0,12/4/2009 0:00,TPCW
22137,2,85,137,137,0,12/4/2009 0:00,TPCW
22937,29,2,278,171,0,12/4/2009 0:00,TPCW
25598,20,15,171,172,0,12/4/2009 0:00,TPCW
25703,22,91,309,15,0,12/4/2009 0:00,TPCW
25703,22,83,359,180,0,12/4/2009 0:00,TPCW
29477,15,16,394,190,0,12/4/2009 0:00,TPCW
29477,15,19,301,193,0,12/4/2009 0:00,TPCW
37284,21,34,194,165,0,12/4/2009 0:00,TPCW
41038,10,18,358,186,0,12/4/2009 0:00,TPCW
49644,9,30,200,151,0,12/4/2009 0:00,TPCW
6034,8,53,308,90,0,12/3/2009 0:00,TPCW
8512,11,19,311,107,0,12/3/2009 0:00,TPCW
10213,34,81,165,135,0,12/3/2009 0:00,TPCW
12068,38,87,273,121,0,12/3/2009 0:00,TPCW
13341,16,67,186,42,0,12/3/2009 0:00,TPCW
13866,10,42,378,123,0,12/3/2009 0:00,TPCW
13866,10,90,395,121,0,12/3/2009 0:00,TPCW
14385,3,50,345,162,0,12/3/2009 0:00,TPCW
16010,27,9,316,18,0,12/3/2009 0:00,TPCW
18998,30,81,284,175,0,12/3/2009 0:00,TPCW
19448,7,12,293,91,0,12/3/2009 0:00,TPCW
19448,7,50,175,61,0,12/3/2009 0:00,TPCW
30047,39,40,225,178,0,12/3/2009 0:00,TPCW
30047,39,103,177,67,0,12/3/2009 0:00,TPCW
30252,12,62,254,76,0,12/3/2009 0:00,TPCW
30252,12,55,220,157,0,12/3/2009 0:00,TPCW
37447,5,51,168,49,0,12/3/2009 0:00,TPCW
44312,26,70,273,136,0,12/3/2009 0:00,TPCW
46666,33,60,113,16,0,12/3/2009 0:00,TPCW
49266,29,47,209,197,0,12/3/2009 0:00,TPCW
49544,2,96,381,130,0,12/3/2009 0:00,TPCW
54235,40,64,371,142,0,12/3/2009 0:00,TPCW
2992,20,27,325,138,0,12/2/2009 0:00,TPCW
6768,15,101,335,30,0,12/2/2009 0:00,TPCW
9001,5,42,269,198,0,12/2/2009 0:00,TPCW
9091,30,39,106,191,0,12/2/2009 0:00,TPCW
12920,6,57,210,31,0,12/2/2009 0:00,TPCW
13254,33,17,186,27,0,12/2/2009 0:00,TPCW
15437,31,1,321,72,0,12/2/2009 0:00,TPCW
17178,39,11,299,109,0,12/2/2009 0:00,TPCW
20797,1,41,270,188,0,12/2/2009 0:00,TPCW
21086,35,37,369,87,0,12/2/2009 0:00,TPCW
23632,38,2,392,63,0,12/2/2009 0:00,TPCW
27440,11,84,344,50,0,12/2/2009 0:00,TPCW
27586,27,37,215,176,0,12/2/2009 0:00,TPCW
35287,13,40,286,128,0,12/2/2009 0:00,TPCW
36416,36,81,356,10,0,12/2/2009 0:00,TPCW
40086,37,47,137,120,0,12/2/2009 0:00,TPCW
41301,40,13,393,76,0,12/2/2009 0:00,TPCW
41675,9,28,348,108,0,12/2/2009 0:00,TPCW
46368,2,12,242,85,0,12/2/2009 0:00,TPCW
47890,18,96,366,123,0,12/2/2009 0:00,TPCW
47890,18,3,340,40,0,12/2/2009 0:00,TPCW
50771,29,77,187,124,0,12/2/2009 0:00,TPCW
52609,14,84,276,90,0,12/2/2009 0:00,TPCW
6201,21,102,232,102,0,12/1/2009 0:00,TPCW
6201,21,67,122,76,0,12/1/2009 0:00,TPCW
8049,24,82,301,192,0,12/1/2009 0:00,TPCW
8200,27,8,266,31,0,12/1/2009 0:00,TPCW
12437,1,58,154,147,0,12/1/2009 0:00,TPCW
14817,20,11,127,128,0,12/1/2009 0:00,TPCW
15381,6,77,332,108,0,12/1/2009 0:00,TPCW
18848,15,24,337,161,0,12/1/2009 0:00,TPCW
28217,29,32,247,18,0,12/1/2009 0:00,TPCW
28595,36,75,245,109,0,12/1/2009 0:00,TPCW
29886,7,9,164,29,0,12/1/2009 0:00,TPCW
33823,23,74,351,161,0,12/1/2009 0:00,TPCW
35986,39,8,117,134,0,12/1/2009 0:00,TPCW
40667,2,61,109,27,0,12/1/2009 0:00,TPCW
40667,2,103,338,191,0,12/1/2009 0:00,TPCW
44568,40,42,223,86,0,12/1/2009 0:00,TPCW
44967,4,39,289,16,0,12/1/2009 0:00,TPCW
45985,30,62,186,30,0,12/1/2009 0:00,TPCW
47222,12,77,132,95,0,12/1/2009 0:00,TPCW
54244,13,105,144,87,0,12/1/2009 0:00,TPCW
3610,23,66,158,162,0,11/30/2009 0:00,TPCW
5317,15,75,377,55,0,11/30/2009 0:00,TPCW
5802,3,47,188,137,0,11/30/2009 0:00,TPCW
8578,34,105,167,92,0,11/30/2009 0:00,TPCW
11395,6,98,267,12,0,11/30/2009 0:00,TPCW
11395,6,78,262,175,0,11/30/2009 0:00,TPCW
19459,5,87,231,197,0,11/30/2009 0:00,TPCW
22047,24,58,244,70,0,11/30/2009 0:00,TPCW
22130,8,77,397,80,0,11/30/2009 0:00,TPCW
24193,33,30,157,92,0,11/30/2009 0:00,TPCW
26021,11,2,338,77,0,11/30/2009 0:00,TPCW
28616,27,65,332,82,0,11/30/2009 0:00,TPCW
30254,4,16,208,185,0,11/30/2009 0:00,TPCW
36691,40,67,191,60,0,11/30/2009 0:00,TPCW
39911,13,31,139,94,0,11/30/2009 0:00,TPCW
39911,13,103,331,18,0,11/30/2009 0:00,TPCW
42212,19,15,238,119,0,11/30/2009 0:00,TPCW
47420,2,13,313,73,0,11/30/2009 0:00,TPCW
47420,2,51,293,76,0,11/30/2009 0:00,TPCW
50523,29,43,208,124,0,11/30/2009 0:00,TPCW
51044,35,45,236,27,0,11/30/2009 0:00,TPCW
52788,7,24,252,34,0,11/30/2009 0:00,TPCW
53323,18,64,227,117,0,11/30/2009 0:00,TPCW
53323,18,87,236,15,0,11/30/2009 0:00,TPCW
2189,34,12,328,194,0,11/29/2009 0:00,TPCW
8273,18,42,307,64,0,11/29/2009 0:00,TPCW
8273,18,26,189,102,0,11/29/2009 0:00,TPCW
11596,19,5,254,198,0,11/29/2009 0:00,TPCW
13541,10,91,103,162,0,11/29/2009 0:00,TPCW
16469,35,65,306,103,0,11/29/2009 0:00,TPCW
16760,20,14,120,130,0,11/29/2009 0:00,TPCW
16918,33,70,123,176,0,11/29/2009 0:00,TPCW
18947,6,41,153,147,0,11/29/2009 0:00,TPCW
18947,6,69,275,170,0,11/29/2009 0:00,TPCW
20381,37,36,216,137,0,11/29/2009 0:00,TPCW
20683,15,57,243,154,0,11/29/2009 0:00,TPCW
20852,16,29,375,31,0,11/29/2009 0:00,TPCW
24349,28,68,375,177,0,11/29/2009 0:00,TPCW
35597,26,40,185,192,0,11/29/2009 0:00,TPCW
38559,14,23,154,199,0,11/29/2009 0:00,TPCW
41789,1,50,202,86,0,11/29/2009 0:00,TPCW
44826,30,14,278,65,0,11/29/2009 0:00,TPCW
45835,32,87,354,66,0,11/29/2009 0:00,TPCW
47225,7,93,306,108,0,11/29/2009 0:00,TPCW
49351,22,56,171,11,0,11/29/2009 0:00,TPCW
54005,11,22,375,19,0,11/29/2009 0:00,TPCW
10437,16,3,193,33,0,11/28/2009 0:00,TPCW
10437,16,20,375,11,0,11/28/2009 0:00,TPCW
11957,1,37,362,164,0,11/28/2009 0:00,TPCW
16018,8,55,157,154,0,11/28/2009 0:00,TPCW
18393,26,49,305,192,0,11/28/2009 0:00,TPCW
18975,3,22,338,106,0,11/28/2009 0:00,TPCW
20570,9,45,267,184,0,11/28/2009 0:00,TPCW
20960,14,13,271,44,0,11/28/2009 0:00,TPCW
21268,2,17,341,186,0,11/28/2009 0:00,TPCW
23134,4,34,144,110,0,11/28/2009 0:00,TPCW
27238,20,88,386,22,0,11/28/2009 0:00,TPCW
27238,20,85,179,168,0,11/28/2009 0:00,TPCW
29269,5,12,252,94,0,11/28/2009 0:00,TPCW
31132,15,9,260,20,0,11/28/2009 0:00,TPCW
35178,30,35,339,152,0,11/28/2009 0:00,TPCW
35789,27,79,281,145,0,11/28/2009 0:00,TPCW
45273,37,28,196,11,0,11/28/2009 0:00,TPCW
47282,34,64,146,102,0,11/28/2009 0:00,TPCW
50159,12,57,335,96,0,11/28/2009 0:00,TPCW
169,39,98,264,187,0,11/27/2009 0:00,TPCW
3952,14,51,125,103,0,11/27/2009 0:00,TPCW
5097,30,58,223,92,0,11/27/2009 0:00,TPCW
5120,40,94,143,129,0,11/27/2009 0:00,TPCW
11894,36,8,266,174,0,11/27/2009 0:00,TPCW
13057,8,24,110,45,0,11/27/2009 0:00,TPCW
14143,37,40,379,26,0,11/27/2009 0:00,TPCW
18182,28,93,379,133,0,11/27/2009 0:00,TPCW
19407,35,3,393,172,0,11/27/2009 0:00,TPCW
21314,31,74,306,83,0,11/27/2009 0:00,TPCW
21314,31,58,132,14,0,11/27/2009 0:00,TPCW
23073,20,23,211,55,0,11/27/2009 0:00,TPCW
26979,15,66,223,164,0,11/27/2009 0:00,TPCW
27000,33,68,178,128,0,11/27/2009 0:00,TPCW
27272,32,50,245,152,0,11/27/2009 0:00,TPCW
27272,32,14,336,96,0,11/27/2009 0:00,TPCW
31692,29,90,199,149,0,11/27/2009 0:00,TPCW
31692,29,21,312,13,0,11/27/2009 0:00,TPCW
36286,9,99,292,168,0,11/27/2009 0:00,TPCW
38479,19,97,239,72,0,11/27/2009 0:00,TPCW
38748,34,92,271,120,0,11/27/2009 0:00,TPCW
38748,34,76,114,130,0,11/27/2009 0:00,TPCW
46489,38,25,394,106,0,11/27/2009 0:00,TPCW
46943,17,7,304,54,0,11/27/2009 0:00,TPCW
52022,16,62,342,109,0,11/27/2009 0:00,TPCW
52970,2,82,161,32,0,11/27/2009 0:00,TPCW
1025,4,26,257,145,0,11/26/2009 0:00,TPCW
1428,6,22,157,55,0,11/26/2009 0:00,TPCW
2341,3,10,122,185,0,11/26/2009 0:00,TPCW
8164,35,24,129,29,0,11/26/2009 0:00,TPCW
8164,35,98,238,156,0,11/26/2009 0:00,TPCW
12881,19,65,269,173,0,11/26/2009 0:00,TPCW
13143,14,15,339,53,0,11/26/2009 0:00,TPCW
13143,14,10,331,169,0,11/26/2009 0:00,TPCW
13545,39,99,170,25,0,11/26/2009 0:00,TPCW
19926,31,83,109,161,0,11/26/2009 0:00,TPCW
19926,31,24,221,180,0,11/26/2009 0:00,TPCW
22776,7,95,164,106,0,11/26/2009 0:00,TPCW
22776,7,105,176,179,0,11/26/2009 0:00,TPCW
25833,36,14,271,45,0,11/26/2009 0:00,TPCW
32539,5,51,165,101,0,11/26/2009 0:00,TPCW
39961,29,75,273,96,0,11/26/2009 0:00,TPCW
40741,23,67,339,151,0,11/26/2009 0:00,TPCW
43366,34,16,195,134,0,11/26/2009 0:00,TPCW
43366,34,32,170,15,0,11/26/2009 0:00,TPCW
44197,26,67,177,38,0,11/26/2009 0:00,TPCW
50412,33,95,226,159,0,11/26/2009 0:00,TPCW
53485,22,14,221,138,0,11/26/2009 0:00,TPCW
2866,24,8,168,55,0,11/25/2009 0:00,TPCW
5886,31,104,237,23,0,11/25/2009 0:00,TPCW
5886,31,43,111,75,0,11/25/2009 0:00,TPCW
5920,28,52,400,31,0,11/25/2009 0:00,TPCW
8800,10,38,177,117,0,11/25/2009 0:00,TPCW
12191,39,103,329,188,0,11/25/2009 0:00,TPCW
25542,21,85,289,184,0,11/25/2009 0:00,TPCW
26493,26,24,274,51,0,11/25/2009 0:00,TPCW
26747,17,83,349,148,0,11/25/2009 0:00,TPCW
33925,12,90,261,69,0,11/25/2009 0:00,TPCW
36138,2,53,266,86,0,11/25/2009 0:00,TPCW
37340,6,7,357,48,0,11/25/2009 0:00,TPCW
39568,30,60,256,188,0,11/25/2009 0:00,TPCW
39658,14,62,288,130,0,11/25/2009 0:00,TPCW
42055,8,57,369,138,0,11/25/2009 0:00,TPCW
47762,29,17,128,188,0,11/25/2009 0:00,TPCW
47967,40,72,159,73,0,11/25/2009 0:00,TPCW
48530,3,92,233,55,0,11/25/2009 0:00,TPCW
49789,38,54,268,70,0,11/25/2009 0:00,TPCW
49789,38,12,291,95,0,11/25/2009 0:00,TPCW
55328,36,22,250,135,0,11/25/2009 0:00,TPCW
901,8,39,306,168,0,11/24/2009 0:00,TPCW
5022,29,90,121,137,0,11/24/2009 0:00,TPCW
5022,29,12,220,175,0,11/24/2009 0:00,TPCW
6068,19,54,154,109,0,11/24/2009 0:00,TPCW
15506,6,22,317,132,0,11/24/2009 0:00,TPCW
17579,11,12,333,187,0,11/24/2009 0:00,TPCW
20271,23,10,179,122,0,11/24/2009 0:00,TPCW
21981,4,56,117,147,0,11/24/2009 0:00,TPCW
23370,12,42,276,157,0,11/24/2009 0:00,TPCW
25905,22,11,349,104,0,11/24/2009 0:00,TPCW
29752,17,92,213,147,0,11/24/2009 0:00,TPCW
29791,30,71,197,164,0,11/24/2009 0:00,TPCW
30329,1,91,124,44,0,11/24/2009 0:00,TPCW
30329,1,24,181,38,0,11/24/2009 0:00,TPCW
30772,35,90,140,188,0,11/24/2009 0:00,TPCW
35834,28,42,321,16,0,11/24/2009 0:00,TPCW
43453,33,45,335,138,0,11/24/2009 0:00,TPCW
43622,18,58,102,105,0,11/24/2009 0:00,TPCW
43622,18,41,377,29,0,11/24/2009 0:00,TPCW
50218,39,85,389,173,0,11/24/2009 0:00,TPCW
52469,3,2,255,21,0,11/24/2009 0:00,TPCW
52469,3,91,301,25,0,11/24/2009 0:00,TPCW
52469,3,29,150,188,0,11/24/2009 0:00,TPCW
408,24,15,386,197,0,11/23/2009 0:00,TPCW
2405,36,12,244,125,0,11/23/2009 0:00,TPCW
2405,36,15,101,137,0,11/23/2009 0:00,TPCW
2516,33,58,388,72,0,11/23/2009 0:00,TPCW
8662,5,70,391,83,0,11/23/2009 0:00,TPCW
11758,21,101,198,90,0,11/23/2009 0:00,TPCW
14690,39,38,290,108,0,11/23/2009 0:00,TPCW
16557,29,31,184,196,0,11/23/2009 0:00,TPCW
16557,29,79,186,93,0,11/23/2009 0:00,TPCW
23165,37,95,296,116,0,11/23/2009 0:00,TPCW
23165,37,51,234,16,0,11/23/2009 0:00,TPCW
23178,2,70,367,161,0,11/23/2009 0:00,TPCW
26107,14,53,191,66,0,11/23/2009 0:00,TPCW
27062,28,23,357,17,0,11/23/2009 0:00,TPCW
29238,9,33,242,65,0,11/23/2009 0:00,TPCW
32870,13,27,102,48,0,11/23/2009 0:00,TPCW
33033,8,1,245,52,0,11/23/2009 0:00,TPCW
33383,31,81,158,27,0,11/23/2009 0:00,TPCW
33383,31,73,155,63,0,11/23/2009 0:00,TPCW
45324,6,16,220,112,0,11/23/2009 0:00,TPCW
45434,22,103,179,180,0,11/23/2009 0:00,TPCW
45780,4,33,173,102,0,11/23/2009 0:00,TPCW
47576,1,23,143,189,0,11/23/2009 0:00,TPCW
48046,32,42,322,84,0,11/23/2009 0:00,TPCW
52519,35,14,167,196,0,11/23/2009 0:00,TPCW
3815,36,25,114,89,0,11/22/2009 0:00,TPCW
8449,7,79,199,27,0,11/22/2009 0:00,TPCW
9874,3,48,289,40,0,11/22/2009 0:00,TPCW
10080,2,101,237,140,0,11/22/2009 0:00,TPCW
10922,21,42,353,181,0,11/22/2009 0:00,TPCW
15711,27,87,143,80,0,11/22/2009 0:00,TPCW
15716,32,66,203,113,0,11/22/2009 0:00,TPCW
21336,16,21,275,72,0,11/22/2009 0:00,TPCW
23642,40,38,140,112,0,11/22/2009 0:00,TPCW
25141,26,7,257,56,0,11/22/2009 0:00,TPCW
28060,6,105,292,33,0,11/22/2009 0:00,TPCW
28060,6,75,375,134,0,11/22/2009 0:00,TPCW
31358,9,1,242,68,0,11/22/2009 0:00,TPCW
33748,20,2,332,21,0,11/22/2009 0:00,TPCW
33775,37,16,389,117,0,11/22/2009 0:00,TPCW
33775,37,77,332,191,0,11/22/2009 0:00,TPCW
34160,31,21,164,179,0,11/22/2009 0:00,TPCW
37690,28,16,330,41,0,11/22/2009 0:00,TPCW
41354,5,1,127,48,0,11/22/2009 0:00,TPCW
41981,11,29,298,81,0,11/22/2009 0:00,TPCW
43311,8,5,135,94,0,11/22/2009 0:00,TPCW
47272,33,35,100,138,0,11/22/2009 0:00,TPCW
49998,10,10,270,169,0,11/22/2009 0:00,TPCW
2652,2,67,300,142,0,11/21/2009 0:00,TPCW
3278,30,8,338,65,0,11/21/2009 0:00,TPCW
8893,1,1,386,106,0,11/21/2009 0:00,TPCW
10758,14,15,161,58,0,11/21/2009 0:00,TPCW
11839,34,60,256,75,0,11/21/2009 0:00,TPCW
13423,3,93,161,98,0,11/21/2009 0:00,TPCW
20236,8,8,197,100,0,11/21/2009 0:00,TPCW
20545,36,82,210,158,0,11/21/2009 0:00,TPCW
21179,39,55,228,40,0,11/21/2009 0:00,TPCW
27616,27,47,172,189,0,11/21/2009 0:00,TPCW
28427,5,50,381,60,0,11/21/2009 0:00,TPCW
31079,38,59,300,66,0,11/21/2009 0:00,TPCW
33334,33,96,241,124,0,11/21/2009 0:00,TPCW
38917,22,78,397,188,0,11/21/2009 0:00,TPCW
38917,22,29,245,95,0,11/21/2009 0:00,TPCW
41701,12,40,128,78,0,11/21/2009 0:00,TPCW
42907,17,65,220,154,0,11/21/2009 0:00,TPCW
42907,17,64,381,153,0,11/21/2009 0:00,TPCW
47731,11,76,301,117,0,11/21/2009 0:00,TPCW
51516,31,33,380,128,0,11/21/2009 0:00,TPCW
52143,15,2,175,23,0,11/21/2009 0:00,TPCW
52304,21,41,397,166,0,11/21/2009 0:00,TPCW
54750,29,56,230,48,0,11/21/2009 0:00,TPCW
14431,17,76,226,100,0,11/20/2009 0:00,TPCW
16706,28,68,256,154,0,11/20/2009 0:00,TPCW
16706,28,70,362,106,0,11/20/2009 0:00,TPCW
18106,24,104,298,175,0,11/20/2009 0:00,TPCW
23010,34,29,150,192,0,11/20/2009 0:00,TPCW
26232,22,87,396,79,0,11/20/2009 0:00,TPCW
35102,5,92,278,194,0,11/20/2009 0:00,TPCW
35263,35,77,128,70,0,11/20/2009 0:00,TPCW
37009,20,47,136,192,0,11/20/2009 0:00,TPCW
38123,38,26,325,162,0,11/20/2009 0:00,TPCW
42002,27,1,388,15,0,11/20/2009 0:00,TPCW
43447,3,90,111,176,0,11/20/2009 0:00,TPCW
43600,36,20,361,88,0,11/20/2009 0:00,TPCW
44266,2,84,396,190,0,11/20/2009 0:00,TPCW
48731,16,69,234,177,0,11/20/2009 0:00,TPCW
51460,7,36,388,85,0,11/20/2009 0:00,TPCW
53903,23,48,293,193,0,11/20/2009 0:00,TPCW
54187,19,90,192,110,0,11/20/2009 0:00,TPCW
1976,4,35,128,177,0,11/19/2009 0:00,TPCW
2945,10,10,318,93,0,11/19/2009 0:00,TPCW
12207,19,90,219,137,0,11/19/2009 0:00,TPCW
12207,19,51,341,65,0,11/19/2009 0:00,TPCW
14790,39,2,183,12,0,11/19/2009 0:00,TPCW
15346,8,71,277,19,0,11/19/2009 0:00,TPCW
18871,23,88,388,14,0,11/19/2009 0:00,TPCW
18871,23,93,250,147,0,11/19/2009 0:00,TPCW
26209,31,43,208,159,0,11/19/2009 0:00,TPCW
28691,27,46,326,107,0,11/19/2009 0:00,TPCW
46196,40,43,133,43,0,11/19/2009 0:00,TPCW
46980,29,15,191,195,0,11/19/2009 0:00,TPCW
53995,2,57,339,138,0,11/19/2009 0:00,TPCW
1793,11,99,350,84,0,11/18/2009 0:00,TPCW
1832,9,20,194,98,0,11/18/2009 0:00,TPCW
1832,9,34,388,121,0,11/18/2009 0:00,TPCW
2342,34,61,311,105,0,11/18/2009 0:00,TPCW
2342,34,53,169,24,0,11/18/2009 0:00,TPCW
4433,7,82,107,173,0,11/18/2009 0:00,TPCW
4603,38,60,315,170,0,11/18/2009 0:00,TPCW
6160,20,85,139,124,0,11/18/2009 0:00,TPCW
8677,21,57,338,87,0,11/18/2009 0:00,TPCW
12149,2,105,325,150,0,11/18/2009 0:00,TPCW
16388,25,39,333,119,0,11/18/2009 0:00,TPCW
19772,6,68,241,149,0,11/18/2009 0:00,TPCW
20417,8,98,252,182,0,11/18/2009 0:00,TPCW
20417,8,84,249,102,0,11/18/2009 0:00,TPCW
23101,14,87,189,40,0,11/18/2009 0:00,TPCW
29854,33,70,108,95,0,11/18/2009 0:00,TPCW
30631,10,46,204,176,0,11/18/2009 0:00,TPCW
32135,12,15,330,147,0,11/18/2009 0:00,TPCW
41878,26,93,197,120,0,11/18/2009 0:00,TPCW
43009,40,68,192,59,0,11/18/2009 0:00,TPCW
52119,22,65,274,179,0,11/18/2009 0:00,TPCW
53378,18,10,179,71,0,11/18/2009 0:00,TPCW
849,25,45,138,101,0,11/17/2009 0:00,TPCW
4092,31,57,274,107,0,11/17/2009 0:00,TPCW
5692,11,89,108,158,0,11/17/2009 0:00,TPCW
7602,26,76,210,114,0,11/17/2009 0:00,TPCW
9751,22,34,395,52,0,11/17/2009 0:00,TPCW
11624,13,57,246,108,0,11/17/2009 0:00,TPCW
15996,3,68,286,129,0,11/17/2009 0:00,TPCW
15996,3,53,289,130,0,11/17/2009 0:00,TPCW
16077,35,58,168,94,0,11/17/2009 0:00,TPCW
17856,12,43,373,198,0,11/17/2009 0:00,TPCW
17856,12,83,131,185,0,11/17/2009 0:00,TPCW
30262,7,100,142,149,0,11/17/2009 0:00,TPCW
33669,34,6,328,135,0,11/17/2009 0:00,TPCW
34996,20,2,172,90,0,11/17/2009 0:00,TPCW
35996,6,8,111,137,0,11/17/2009 0:00,TPCW
36481,16,43,120,77,0,11/17/2009 0:00,TPCW
41318,9,65,250,87,0,11/17/2009 0:00,TPCW
41318,9,66,376,82,0,11/17/2009 0:00,TPCW
44535,37,28,147,24,0,11/17/2009 0:00,TPCW
55287,38,48,128,38,0,11/17/2009 0:00,TPCW
55287,38,82,121,200,0,11/17/2009 0:00,TPCW
1455,13,87,232,25,0,11/16/2009 0:00,TPCW
6579,27,93,149,100,0,11/16/2009 0:00,TPCW
7762,31,54,126,88,0,11/16/2009 0:00,TPCW
11696,37,61,391,100,0,11/16/2009 0:00,TPCW
14540,12,67,126,139,0,11/16/2009 0:00,TPCW
15628,23,19,333,98,0,11/16/2009 0:00,TPCW
18675,3,27,253,58,0,11/16/2009 0:00,TPCW
20481,25,78,286,24,0,11/16/2009 0:00,TPCW
29848,16,10,259,56,0,11/16/2009 0:00,TPCW
30650,35,3,274,200,0,11/16/2009 0:00,TPCW
30650,35,96,245,44,0,11/16/2009 0:00,TPCW
30962,2,46,321,105,0,11/16/2009 0:00,TPCW
31220,22,84,215,186,0,11/16/2009 0:00,TPCW
34745,10,11,320,48,0,11/16/2009 0:00,TPCW
35927,19,60,301,53,0,11/16/2009 0:00,TPCW
46979,11,35,208,69,0,11/16/2009 0:00,TPCW
47880,14,55,316,158,0,11/16/2009 0:00,TPCW
47880,14,6,308,126,0,11/16/2009 0:00,TPCW
48962,6,51,128,119,0,11/16/2009 0:00,TPCW
51425,33,77,318,44,0,11/16/2009 0:00,TPCW
53111,26,59,397,48,0,11/16/2009 0:00,TPCW
5151,36,63,105,20,0,11/15/2009 0:00,TPCW
8247,17,4,385,189,0,11/15/2009 0:00,TPCW
12589,28,30,398,92,0,11/15/2009 0:00,TPCW
17010,1,1,128,126,0,11/15/2009 0:00,TPCW
17535,7,71,298,98,0,11/15/2009 0:00,TPCW
23746,27,86,288,153,0,11/15/2009 0:00,TPCW
25109,31,9,292,119,0,11/15/2009 0:00,TPCW
27160,22,84,123,160,0,11/15/2009 0:00,TPCW
27160,22,89,293,124,0,11/15/2009 0:00,TPCW
35626,21,3,322,161,0,11/15/2009 0:00,TPCW
40597,3,59,293,186,0,11/15/2009 0:00,TPCW
41277,6,10,349,166,0,11/15/2009 0:00,TPCW
42401,25,43,375,116,0,11/15/2009 0:00,TPCW
42534,13,61,135,81,0,11/15/2009 0:00,TPCW
48803,5,2,129,10,0,11/15/2009 0:00,TPCW
48803,5,4,315,112,0,11/15/2009 0:00,TPCW
49267,20,101,327,92,0,11/15/2009 0:00,TPCW
50018,8,25,332,76,0,11/15/2009 0:00,TPCW
13126,1,32,243,114,0,11/14/2009 0:00,TPCW
13873,40,12,237,130,0,11/14/2009 0:00,TPCW
14065,31,24,223,81,0,11/14/2009 0:00,TPCW
15931,7,18,355,62,0,11/14/2009 0:00,TPCW
16132,15,23,359,82,0,11/14/2009 0:00,TPCW
18427,21,91,342,80,0,11/14/2009 0:00,TPCW
18427,21,25,306,57,0,11/14/2009 0:00,TPCW
20074,11,33,391,26,0,11/14/2009 0:00,TPCW
26266,34,50,140,199,0,11/14/2009 0:00,TPCW
30174,38,99,213,171,0,11/14/2009 0:00,TPCW
32579,14,83,297,170,0,11/14/2009 0:00,TPCW
34068,5,8,193,30,0,11/14/2009 0:00,TPCW
34125,27,69,332,180,0,11/14/2009 0:00,TPCW
34375,30,23,151,83,0,11/14/2009 0:00,TPCW
39381,16,4,203,121,0,11/14/2009 0:00,TPCW
40142,26,69,115,114,0,11/14/2009 0:00,TPCW
40738,23,49,354,186,0,11/14/2009 0:00,TPCW
40738,23,57,326,200,0,11/14/2009 0:00,TPCW
49703,37,21,388,137,0,11/14/2009 0:00,TPCW
50867,4,28,264,176,0,11/14/2009 0:00,TPCW
51817,10,18,363,78,0,11/14/2009 0:00,TPCW
55275,6,93,271,25,0,11/14/2009 0:00,TPCW
1161,40,62,316,180,0,11/13/2009 0:00,TPCW
1275,19,10,395,34,0,11/13/2009 0:00,TPCW
1275,19,2,274,136,0,11/13/2009 0:00,TPCW
4699,2,76,328,179,0,11/13/2009 0:00,TPCW
17971,8,15,317,41,0,11/13/2009 0:00,TPCW
18384,15,38,153,199,0,11/13/2009 0:00,TPCW
19454,35,16,119,117,0,11/13/2009 0:00,TPCW
19599,28,44,304,70,0,11/13/2009 0:00,TPCW
19791,27,43,135,44,0,11/13/2009 0:00,TPCW
20624,21,54,383,28,0,11/13/2009 0:00,TPCW
24434,37,100,245,55,0,11/13/2009 0:00,TPCW
